Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Order_Day,Ship_Year,Ship_Month,Ship_Day
110,CA-2025-202566,First Class,NM-18520,Neoma Murray,Consumer,United States,Moreno Valley,California,92553,West,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,20.9583,5,0.0,9.6447,2025,9,8,2025,9,11
111,CA-2025-202522,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Chicago,Illinois,60623,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,127.6553,2,0.3,-23.6283,2025,11,18,2025,11,23
112,CA-2025-202560,Standard Class,KM-16720,Kunst Miller,Consumer,United States,North Las Vegas,Nevada,89031,West,TEC-AC-10004814,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,181.746,3,0.0,71.7408,2025,7,26,2025,8,2
113,CA-2025-202552,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,172.2413,5,0.0,80.9239,2025,7,11,2025,7,15
114,CA-2025-202532,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",3.8894,3,0.0,6.8061,2025,9,13,2025,9,18
115,US-2025-202578,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,806.2446,2,0.2,46.552,2025,5,30,2025,6,4
116,US-2025-202501,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",128.9776,2,0.0,25.1126,2025,7,29,2025,8,2
117,CA-2025-202523,Standard Class,RR-19525,Rick Reed,Corporate,United States,New York City,New York,10035,East,OFF-FA-10003495,Office Supplies,Fasteners,Staples,32.1826,6,0.0,18.767,2025,2,28,2025,3,6
118,CA-2025-202594,Standard Class,NP-18700,Nora Preis,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10004420,Technology,Accessories,Cherry 142-key Programmable Keyboard,467.575,4,0.0,54.1972,2025,11,5,2025,11,9
119,CA-2025-202521,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,62.8153,9,0.2,-13.7781,2025,9,5,2025,9,11
120,CA-2025-202560,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",72.7383,4,0.0,5.6296,2025,12,1,2025,12,7
121,CA-2025-202507,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009,East,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,94.7333,4,0.2,29.008,2025,11,26,2025,11,30
122,CA-2025-202553,First Class,SV-20935,Susan Vittorini,Consumer,United States,Mesa,Arizona,85204,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,568.0209,10,0.2,27.8261,2025,4,24,2025,4,25
123,CA-2025-202588,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,23.0621,2,0.2,5.9634,2025,1,5,2025,1,10
124,CA-2025-202594,Standard Class,JE-15610,Jim Epp,Corporate,United States,San Diego,California,92105,West,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",524.0485,3,0.2,53.0149,2025,11,9,2025,11,13
125,US-2025-202598,Standard Class,CP-12340,Christine Phan,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,174.9023,3,0.0,30.3277,2025,10,14,2025,10,18
126,CA-2025-202529,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,236.6813,3,0.0,77.3121,2025,5,30,2025,6,1
127,CA-2025-202574,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,7.9312,2,0.2,-3.729,2025,1,5,2025,1,7
128,CA-2025-202514,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,33.4915,2,0.0,12.6672,2025,9,21,2025,9,22
129,CA-2025-202528,Standard Class,JG-15310,Jason Gross,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,157.7492,8,0.0,7.2483,2025,5,30,2025,6,6
130,CA-2025-202598,First Class,JD-16015,Joy Daniels,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",-2.576,2,0.7,-9.4261,2025,9,9,2025,9,10
131,CA-2025-202537,Standard Class,MT-17815,Meg Tillman,Consumer,United States,New York City,New York,10009,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,42.0391,1,0.0,-0.2535,2025,11,11,2025,11,17
132,CA-2025-202522,Second Class,BD-11635,Brian Derr,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,98.8702,5,0.2,13.9025,2025,10,5,2025,10,10
133,US-2025-202549,First Class,SL-20155,Sara Luxemburg,Home Office,United States,Houston,Texas,77095,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,34.8535,6,0.8,-66.5986,2025,7,13,2025,7,15
134,CA-2025-202532,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",233.2181,2,0.0,7.5771,2025,12,8,2025,12,12
135,CA-2025-202511,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109,South,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,575.3017,2,0.2,69.5716,2025,4,29,2025,5,3
136,CA-2025-202556,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Columbus,Georgia,31907,South,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,49.0968,4,0.0,10.1131,2025,9,18,2025,9,22
137,CA-2025-202582,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",57.6599,1,0.2,-11.269,2025,9,7,2025,9,13
138,CA-2025-202524,Second Class,EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",24.8602,13,0.8,-25.0226,2025,3,31,2025,4,5
139,CA-2025-202528,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",125.7294,4,0.0,29.0068,2025,4,27,2025,4,29
140,CA-2025-202584,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,11.994,3,0.2,2.6607,2025,11,24,2025,12,1
141,CA-2025-202575,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Vineland,New Jersey,8360,East,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,18.6548,2,0.0,5.8687,2025,5,12,2025,5,14
142,CA-2025-202527,Second Class,TM-21010,Tamara Manning,Consumer,United States,Marion,Iowa,52302,Central,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,16.9709,2,0.0,2.5924,2025,1,29,2025,1,31
143,CA-2025-202584,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,30.1053,2,0.0,8.0946,2025,8,24,2025,8,28
144,US-2025-202577,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,202.3532,2,0.1,7.989,2025,9,17,2025,9,23
145,CA-2025-202591,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Houston,Texas,77070,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,35.8687,1,0.2,3.7561,2025,3,27,2025,4,1
146,CA-2025-202579,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,98115,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",107.0158,5,0.0,32.7988,2025,1,22,2025,1,28
147,CA-2025-202530,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,24.0957,1,0.0,10.8572,2025,5,19,2025,5,21
148,CA-2025-202512,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10003021,Office Supplies,Fasteners,Staples,6.0639,2,0.2,3.4205,2025,11,28,2025,12,2
149,US-2025-202581,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,328.0093,2,0.0,150.8054,2025,9,12,2025,9,19
150,CA-2025-202531,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,55.1561,5,0.2,3.409,2025,11,24,2025,11,26
151,CA-2025-202581,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York,10024,East,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,330.9248,3,0.1,42.8347,2025,2,16,2025,2,20
152,CA-2025-202542,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,17.9891,1,0.0,3.2638,2025,10,13,2025,10,18
153,CA-2025-202544,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",21.197,5,0.0,9.0421,2025,5,2,2025,5,6
154,CA-2025-202597,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,91104,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,36.6048,7,0.0,18.847,2025,6,20,2025,6,21
155,US-2025-202573,Standard Class,PT-19090,Pete Takahito,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",81.7083,3,0.2,-20.8935,2025,9,5,2025,9,11
156,US-2025-202568,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450,East,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,94.7443,3,0.0,24.8807,2025,8,5,2025,8,7
157,CA-2025-202518,Second Class,JM-15265,Janet Molinari,Corporate,United States,Chicago,Illinois,60653,Central,OFF-LA-10000443,Office Supplies,Labels,Avery 501,-6.0226,2,0.2,1.6421,2025,5,31,2025,6,5
158,US-2025-202545,Same Day,RA-19885,Ruben Ausman,Corporate,United States,San Francisco,California,94109,West,OFF-EN-10001028,Office Supplies,Envelopes,Staple envelope,63.32,6,0.0,36.1194,2025,9,26,2025,9,26
159,CA-2025-202583,Standard Class,BP-11290,Beth Paige,Consumer,United States,Decatur,Illinois,62521,Central,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,25.1089,4,0.2,9.2779,2025,5,31,2025,6,4
160,CA-2025-202562,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,177.5299,2,0.4,-49.2412,2025,12,5,2025,12,9
161,CA-2025-202585,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,2478.1201,4,0.0,747.1587,2025,12,2,2025,12,6
162,CA-2025-202524,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",52.5996,3,0.0,31.9403,2025,6,21,2025,6,24
163,CA-2025-202556,Second Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,323.9544,4,0.0,93.0254,2025,8,27,2025,8,29
164,CA-2025-202566,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.5191,5,0.0,19.1208,2025,3,26,2025,3,30
165,CA-2025-202505,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,160.3424,1,0.0,35.4872,2025,2,6,2025,2,9
166,US-2025-202543,Second Class,MM-18055,Michelle Moray,Consumer,United States,Aurora,Colorado,80013,West,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,139.5896,6,0.7,-246.2334,2025,11,20,2025,11,23
167,CA-2025-202585,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",16.3445,7,0.2,5.0959,2025,9,4,2025,9,8
168,CA-2025-202538,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,17.54,3,0.2,1.2706,2025,12,30,2025,1,1
169,CA-2025-202551,Second Class,TS-21160,Theresa Swint,Corporate,United States,West Allis,Wisconsin,53214,Central,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,7.8048,3,0.0,8.1376,2025,8,13,2025,8,18
170,CA-2025-202536,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,93727,West,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",35.2291,7,0.2,4.815,2025,3,19,2025,3,22
171,CA-2025-202572,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,93.7925,2,0.0,49.603,2025,7,20,2025,7,25
172,CA-2025-202531,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Salem,Virginia,24153,South,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,8.3069,5,0.0,6.8239,2025,7,21,2025,7,27
173,CA-2025-202584,First Class,CC-12430,Chuck Clark,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,22.7122,5,0.0,10.8815,2025,11,10,2025,11,12
174,CA-2025-202507,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Fremont,Nebraska,68025,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,107.4298,1,0.0,46.3175,2025,10,1,2025,10,7
175,CA-2025-202581,Second Class,AF-10885,Art Foster,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,347.3794,7,0.5,-219.1436,2025,5,10,2025,5,14
176,CA-2025-202582,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Columbia,Maryland,21044,East,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2526.3314,2,0.0,1274.2972,2025,2,21,2025,2,27
177,CA-2025-202584,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,97224,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,663.0712,5,0.2,-167.3305,2025,11,26,2025,12,2
178,CA-2025-202597,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,50.4811,3,0.0,16.575,2025,10,15,2025,10,20
179,CA-2025-202591,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",12.5528,1,0.2,-3.138,2025,5,14,2025,5,17
180,CA-2025-202554,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Lewiston,Maine,4240,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,73.3348,2,0.0,13.884,2025,6,13,2025,6,19
181,CA-2025-202574,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,250.4695,3,0.0,14.7785,2025,2,19,2025,2,24
182,CA-2025-202507,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,111.4897,7,0.2,43.1941,2025,11,2,2025,11,6
183,CA-2025-202514,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,25.8646,3,0.2,-6.5684,2025,8,5,2025,8,11
184,CA-2025-202544,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",22.2528,5,0.0,5.2499,2025,5,2,2025,5,6
185,CA-2025-202564,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,New York City,New York,10024,East,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,225.36,4,0.0,60.9181,2025,12,22,2025,12,26
186,CA-2025-202515,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-FA-10001229,Office Supplies,Fasteners,Staples,21.6298,4,0.2,1.5977,2025,4,16,2025,4,21
187,CA-2025-202503,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,302.0001,3,0.0,152.2422,2025,5,27,2025,5,29
188,CA-2025-202591,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,120.8753,2,0.2,15.6651,2025,10,30,2025,11,5
189,CA-2025-202586,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",67.7959,1,0.2,-2.099,2025,9,29,2025,10,2
190,CA-2025-202534,First Class,DH-13075,Dave Hallsten,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,1092.4146,8,0.2,351.0073,2025,3,20,2025,3,23
191,US-2025-202572,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,65.7403,3,0.0,29.5682,2025,6,6,2025,6,7
192,CA-2025-202551,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001446,Office Supplies,Art,Newell 309,38.3611,2,0.0,10.2226,2025,3,25,2025,3,30
193,CA-2025-202563,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,437.9592,2,0.4,-95.9548,2025,6,20,2025,6,24
194,CA-2025-202590,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",-1.9505,1,0.2,6.4411,2025,8,3,2025,8,5
195,CA-2025-202581,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110,West,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4793.553,2,0.2,352.522,2025,4,1,2025,4,3
196,CA-2025-202566,Standard Class,RO-19780,Rose O'Brian,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,310.8693,5,0.2,41.8051,2025,11,25,2025,11,30
197,CA-2025-202556,First Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",197.5795,2,0.2,-23.966,2025,11,20,2025,11,22
198,CA-2025-202502,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,31.224,2,0.0,10.6286,2025,9,15,2025,9,19
199,CA-2025-202510,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",42.1512,3,0.0,14.3289,2025,12,1,2025,12,3
200,CA-2025-202564,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,11.4864,2,0.2,-2.7497,2025,8,8,2025,8,8
201,CA-2025-202561,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,92553,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,40.3096,3,0.0,12.7309,2025,12,27,2025,12,31
202,CA-2025-202520,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Westfield,New Jersey,7090,East,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,41.3122,3,0.0,12.7212,2025,11,6,2025,11,13
203,CA-2025-202576,Second Class,JG-15160,James Galang,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,21.6097,3,0.0,10.3307,2025,9,27,2025,9,29
204,US-2025-202539,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,664.4673,3,0.2,50.6196,2025,3,16,2025,3,18
205,CA-2025-202590,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,488.32,3,0.2,-85.0928,2025,7,8,2025,7,12
206,CA-2025-202592,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,22.1333,2,0.2,11.9293,2025,11,23,2025,11,27
207,CA-2025-202564,Second Class,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,159.7714,3,0.0,74.7321,2025,10,19,2025,10,22
208,CA-2025-202500,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,-1.5706,1,0.0,2.452,2025,12,20,2025,12,23
209,CA-2025-202522,First Class,KW-16570,Kelly Williams,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,108.6614,6,0.0,43.6536,2025,4,18,2025,4,19
210,CA-2025-202594,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,30.777,1,0.0,17.8417,2025,9,29,2025,10,3
211,CA-2025-202563,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",990.6263,7,0.2,128.7392,2025,8,24,2025,8,28
212,CA-2025-202585,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",199.2231,6,0.0,75.1828,2025,11,16,2025,11,18
213,CA-2025-202596,Standard Class,CD-11980,Carol Darley,Consumer,United States,New York City,New York,10011,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,306.9044,9,0.0,148.5572,2025,11,6,2025,11,10
214,US-2025-202572,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,44105,East,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,29.8253,1,0.2,6.4445,2025,5,14,2025,5,18
215,CA-2025-202580,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),442.253,3,0.2,-75.0241,2025,5,3,2025,5,5
216,CA-2025-202517,First Class,CB-12415,Christy Brittain,Consumer,United States,Columbus,Ohio,43229,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1451.2597,4,0.4,183.831,2025,7,25,2025,7,27
217,CA-2025-202587,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Decatur,Alabama,35601,South,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,489.3745,5,0.0,184.2203,2025,12,27,2025,1,3
218,CA-2025-202529,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550,East,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,40.9824,5,0.0,23.7467,2025,6,16,2025,6,21
219,CA-2025-202583,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,38.1449,2,0.2,10.3792,2025,7,29,2025,8,1
220,CA-2025-202591,Second Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207,Central,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",46.1692,2,0.6,-34.818,2025,2,9,2025,2,11
